comment,label
inta m3alam whna menk nt3alam,positif
كان مشات تابت لخالقها خير ليها,negatif
slimna rja3 wslimkom tifja3,neutre
لعنة الله عليك لادين لاحياء ولاحتى مجرد كرامة؟؟مستويات,negatif
enchala mansour ya si el marzouki a7na ne7tarmok w en7ebouk w mahma kanet enatija enti el ajdarr pour nous,positif
slim me 3adech tekteb fi fb ou tawa wa9et 5edma ou jomhour le club kollou m3ak ou borhen bsayess weld jam3eya ou n7ebouhh ou el wa7id 9al le slim chiboub ou el wa7id 9al sam7ouni ranni glott ou touness kemla kenet tbander ye slim n7assbouk ken 3al clubb ou ethana cha3eb le club el kollou m3akk etlhelna bi jam3eya ou sayeb 3lik min fb pr dandouk 7ather rou7ek rana raj3innnn avec slim notre president,neutre
راك أحلى كوميدي,positif
inchallah nkamllou bilel mohsni yelzemna mallet fil axe,neutre
nhibo jam3ia thiz botolat efrikia hasra kabira an tara 3adoik yal3ab oi yantasir mta tanhath ya ifriki oitfarh jomhorak nchala nasar karab man 3inina,neutre
djabou ja lel ca ou ta5rolou fif ya mnaykin ou yekfikom charaf tlemmou fel zebla mta3 ca ou barrou nik omkom ya ta7anet ben 3li ou chiboub 3maltou el 3ar danadik viva ca,negatif
ja3four ye m3allem rabi yjezik kol 5ir bavoo,positif
rajelon k elf wa elfn k of,neutre
ti ena nheb ettaraji ema bsaraha nmout 3la slim erriahi donc rabi yosster la n9oum nal9a rouhi m3a club africain,negatif
vive ca incha3alah boutola,positif
mala wahra 3andik,positif
application litsawri biha stp raj3ili,neutre
Tfata9,positif
abi yester,positif
mabghitch 3lik men twitter,neutre
badni 9ach3ar dawla ca 3alya waslim em3alem ya3raf ach ya3mell,positif
ba3ed ettraji ye7rem,negatif
hobi moi je t aime,positif
rabi yarhmou nchala,positif
mabrouk lina il kol ya a7la joeret w a7la idara w a7la président w a7la cha3b,positif
maryemm s7i7a f nadhry ena mouch ta3 miss fama ma5yyrr,negatif
bravo ama ya slouma jibena ness mte3 kora wemte3 recrutement s7a7 kima samir sellimi kima elwerteni mte3 cab w5alihom homa eli yentedbo elmodareb welmla3bya atawa tchouf,positif
el prix taa el inskriptiwn fi el jaami3a 9ash 800 dinar,neutre
mala vibe walah,positif
nos freres les algeriens,positif
منورة كلام الناس,positif
bravo klay koll ghneya 5ir melli 9balha,positif
wa9tech tji el mestir,neutre
rabi yechfih we3afih enchaalah,positif
beaucoup de succès,positif
mas9atha,negatif
rajja3 a3lya yarham bouk,neutre
houcem mhadheb,neutre
3allemhom 3allemhom ya slouma,positif
limas5in lkol ili sibou f slim fhimtkom wras ben ali fhimtkom waj3kom 7alkom m3ach fama chkoun ybardilkom 3la 9loubkom wya7ki 3la tajam3ouyin likleb mili5er 5ralkom f kifkom hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,negatif
laa familia hhhh hermes fait partie de la famille ye3ni tfachfiich w 9ellet riich hhh,negatif
sayebna add ki matnjemch ta3ml jam3eya behya ow equipe behya 5aleha l 4irk jam3eya bch da5elha fi hit,negatif
brabbi yezina min sorra9 w yeziha tunis min ser9a rana fadinna ma7achitnech bih slim riahi,negatif
rakzena al ca nhebo chaine lina ahna,neutre
achraf driss w y7ebou yhezou lboutoula w yhezou,negatif
bouzinek arwa,positif
bien sÃ»r tounis bled malheureusement mazlet b3ida,negatif
berasmiii ya3tiiih sa7a ena n7ebou barcha w zet 7abiitou berasmi mezel l5iiir fi denya,positif
hhhhhhhhhhhhhhhhhh slouma ya bliiiiiiiiiiiiiiiiiiiiiiid,positif
le2ileha ila allahhh,neutre
okhrej nayeek mnin ?,neutre
walah 7yéti ma tézha ila bik yé lifri9i chniya dinya bla bik,positif
el résultat du concours d'entrée yefrek sur le site officiel de l'université à 12h du matin,neutre
pfffffffffffff mrodh el we7ed fi ha denia,negatif
Tayaara barcha,positif
mahlak ama 3lech 5arajt gostk,negatif
hhhhhhhhhhhhhhhhhhh takbiiiiiiiiiiiiiiiiiiiiiiiiiir,neutre
fil janna inchaalah,positif
raje3 ettounsia lemmaliha,neutre
3andna fik thi9a,positif
slim eria7i far5 chkoun,negatif
houwa elli me itha 3al hadi 7ala 9ad ykoun fih ely jawbet 3alena,neutre
kont nehtarmek tawa toht men 3inin barcha twansa nensehek raja3 rouhek beflousek ma tnajamech techri elakhlek donc bara lawej 3aliha,negatif
3bed le mabdaa w le assel kn el kedhb w ennifa9,negatif
kolhom yekethbou meskina tounes,negatif
bsara7a barnemij 3andi man9olik yodhhir anou nsa tounis lkol ma tosle7ich wa ka2anou fi tounis mafama ken ili ti7bil min 8ir sde9 ya 2a5i fama alif mochikla fi mochikla kan ynajim 3ala2 y3adihom fi barnemjou ama houwa y7ib yinja7 fi barnemjou 3la 7seb a3radh enness 3ib fih w fili me ye7ichmouch yjiw ymidou fi wjouhim,negatif
au travail president rabbi m3ak 9a3ed ettih fihom bl hader,positif
hanidal tkalim bitounsi rani mafhimt chay,positif
rabi em3ak wnchallah labs,positif
allah yarhamhom chohada,positif
rabi y5aliholek w y5alih l5edmet uk,positif
si slim jibena vincenzo iaquinta felipo inzaghi,neutre
wahdek rana maakkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,positif
aktir 4onea 3ijbitni,positif
didicass men alg,positif
kol 3am w la femme clubiste 7aya b 1920 5ir,positif
a7la sloumaaaa nch rabi m3ak w a7na lkolna ryé7iiiii,positif
rabi yonssrek 3ala kleb wil hossed wil mortaz9a el andhel vive ca vive slim riahi,positif
lifriki ylzimiha attaquants nar willi jay marhba bih wissabr behi,positif
men tounis kahaw bech yaamil abonnée lil chaine o yarhem bouk mil fou9,positif
rajaa3 montsar w taa loumour tetgad mochkletba mich fi entreneur idaara w 9afefa li dayrin bik bzayed raay ham3iya mechiya w twa5iir et sur tt pas ma3loul mayod5olch lil parc maknich bebe jhanim thal 3lik,neutre
allah yar7muu,positif
rabbi m3aaaana,positif
rabbi m3ak ya slim wnchallah ca dima selma,positif
tii hak tla3ét fahém la7kaya,positif
hassen soltani,neutre
ma9toul bech ymout,negatif
maher hadded va signer un contrat la semaine prochaine avec sporting braga w lémfach5a béch tal3éb match amical le 25 juillet m3a atletico madrid,neutre
hlouwa leghneya hedhi a9wa ghnaye après lila 3ersi hittt bahia bravo armasta,positif
9oulou klem ma39koul w yzziw mil matalib echa5ssiya,negatif
hamza yaakoubi hhhhh,neutre
sayaaa taww ched safff meahoum mchet alik taw le intikhebet lee wethni,negatif
صوت مزيان و يعرف يغني و عندو مستقبل في الراب التونسي لكن عندو شويا غرور و ربما إقلقو هذا و إخلفلو مشاكل مع الجمهور في المستقبل,positif
a l enfer,negatif
taich elkleb,negatif
ya lotfiiii khouya bayinnn ya9liiiiii,positif
9adeh ya3jebni ba7bou7e,positif
had insan bayan chab3an man 9albou,positif
si slim jewebna brabi ahna fe ezzahra nhebou nentakbouk we mena3rfouche makarkom wine,neutre
charaftna ya marzouki wallah capo,positif
j adore mouch normaaaaaal,positif
tounsia ma3rouf be fasad w tad3ou lel redda w anti_eslam w yasari moutataref nchlh tarja3 men tawa e3lam 7or w hadef w moustakel,negatif
mala sa5ta mala manther mala zbala ech nakraha sa5ta,negatif
hédha elkoll 3la 5atér khssartou championat 9oddémna makom dima mesténssine ta5ssrou walla hédhi 7aja jdida ya zantour,negatif
ba3louch maset yesir,negatif
danny moreau el flouss matassna3ch rjel,negatif
ya bou7mid ye bou7mid win kont m5abih cheyy hedha ya sahbi,positif
jarbouha vites 1 25,negatif
allah yarhamhem enchalah nmoutou mastourin,positif
allah yarhemhem winaamhem,positif
haw fama hbat lberah,positif
hhhhh bara 3azi wa7dek a7na zwawla manajmouch,negatif
تفيه اند تفوه عالمناظر المقلبة _x00D_,negatif
beyen wejhou t9oul nazist,negatif
الله يعطيك الصحة خونا علاء ونشاء الله يتلم شمل كل عائلة,positif
يااميمتي مامسطو المنشط هذا مايصلح كان في برنامج وثائقي يقرا النص واكهو كيف جميل الدخلاوي,negatif
chay iassaf cha3b bech ihez lebled lel hewya,negatif
tefla mb3bsa chwaya,negatif
lkona m3ake,positif
dsl ethawra ta3melha rjel w 8 avril a9wa prv ama entom mat3mlouch 5it fi ma5yet kan lbka w lmch mestans bel b5our tet7ra9 znatirou tarji dawla 9alouha nés bekri w yalla tirou,negatif
mabrouk alik ya doktour tones amana fi edik,positif
echa3b m3ak yè m3além mè t5alich ljam3iya mè tchamétchi fina awlèd moufida o awlèd ch7ibar,positif
ti 7ata la7kouma chta7chi fih ken 5dem y9oulou kifech ken sra9 ynik l7bes ml5r blad mnayka,negatif
mabrouk docteur w inchallah kad el confiance eeli 3tinahelek b aswatna,positif
non slim,negatif
tfalem taw men ba3d tkoul hani batalt mach nok3ed,negatif
chkoun mazel iyesma fiha 10 18,positif
alfe hamdellah 3ala salamtek,positif
لطفي يا معذبهم,positif
حاجة جديدية في تونس عجبني الفيديو و الكليب,positif
raja3 montasar 9bal ma yfout lfout terba7 joumhourek w tetregel jam3ia,neutre
17 4 2020 chkoun hne,neutre
sloumaaa bonne continuation w nchala marbouuuuuu7a lyoum,positif
waa7dèèk ya sloumaa ahahahah,positif
el jandoubi massta,negatif
haten baratli,neutre
wa9tech iji el marzou9i lel mestir,neutre
rabi sahil ya marzouki w rabi koun fil 3awn,positif
TFOH A3LIK MAY3JBK CHAY WBINESBA LIDIN NA3RFO 5IR MINK EBARCHA,negatif
snin deyema ye 5ouya,positif
bravo ya rayes,positif
1000 mabrouuuuuk w allah yahfdo,positif
rakaztou m3a el bouteille d eau w mahamkmch fch toul nhar w houma en réunion w dossier yetsa7a7 w e5er yetalaf yandra win mechin biha hal bled w fch ykanbsou w kifch bch ya9smouha 5obzet el gâteau,neutre
rak m3alem ya slouma w rabi m3ak w a7na m3ak w thama 7achek ta7ana may7eboukch te5dm ejam3ia ama a7na bel mersad bonne continuité si slim et bon courage,positif
ili 3ando carte d handicape yod5el,neutre
Massat lassat,negatif
jaded lkader,neutre
pufffffffffffffffffffffffffff kériht haja ésmeha tébsi mahlak léblid kan howa,negatif
slim riahi farh skon,negatif
ouiiiiiiiii je confirme,positif
music wa3ra wlah,positif
متعرفش تحكي,negatif
bravo y w malla ra7a mel fdhaya7,positif
mela hkayet bagdadi ech yhmena fih ymout wela yahya wela ynkardh tlahew fi rwehom tawa welit tfhmo fi hkouk ensen mela ch3eb tafeh lahi kan fel hkyet el ferga wykbehc fel hkyet el ferga,negatif
slim bazzoula ya3tek bachoula,negatif
7ash el akid eli bikriye el CIN y7aj ila el 7ala9 el jadid w 5h sbé7 l 3asar,neutre
walahi a7sen 7aja i9osouh jemla wirat7ou le3bed menou 5ater mele5r barnamej tafah wmdhartou akther men manfa3tou hadha idha ken fih manf3a men aslou,negatif
bach yet3ammo el 3awa9eb,negatif
migalo tbarkallah 3lik khouya capo dei cape,positif
alh yar7mou heda echahid bel79,positif
rabi yarhémhoum chouhada 3and rabi in challah,positif
tahia jabo wbal9arwi chombiwna nchalah,positif
melkher saber khlifa yerj3 w yo93ed tijani belaid w tozgar w njibo ariere droit w nraj3o farouk lel cage w njibo 2 axialet w attaqnat ijib latrah w nadhf el hay2a te3ik hotlna nes theb jam3ya raj3lna montassar mekech chtemchy enty,neutre
god dam that's right,positif
ye5i enti tbib,negatif
test5ayel nas 5odam 3andek bara fi9 3ala 7yetek e7tarem nas chwaya taw tal9a 9adrek,negatif
ya bhima ya go3ra mech cheb bechir 9al sawt lmar2a 3awra raho rabi sob7ano eli 9alha 3ala lisen nabiyihi mohamed sala alaho 3alayhi w salim chleyek w rajil 9al eli 7ib 3lih wel mo9tana3 bih ntouma ech mda5alkom mech minkom mil botox mte3kom ather 3la m5a5kom,negatif
enta jam3ia de5eltha fi 7iitt w tw rj3ttt ltounss mchtkaml 3liha,negatif
la si slim la zebi stade gabesien bach tjib point figabes,negatif
le monologue de l abdelli ce gars est d une arrogance infinie,negatif
nchallah lkolhom ifi9ou surtout dinia fenia le we7id bech ihizha m3ah,positif
bent omk khademt mokhek wel maslahtek w yezina mli ena nkhamem fi momathlin kbar wheka rwaye9 enti khamemt ken fi rouhek eli ken moch el hiwar chkoun ken yechri mosalsel el wehed awel mara ikoun mokhrej ken moch el hiwar 3tatkom forsa halk t9are9 3and chkoun tekhdem enti be3t eli ken cherikom,positif
salem si monsef t9abelna mara fi sbax,neutre
eli y7eb a l a ydez aboné f chaîne mte3i,neutre
si slim hez m3aak el younsi et bassem el mehri,neutre
Mamestou mala 3ouka ya 5ouya mehathamtouch mal9itou matjibou,negatif
allah ya3rhmou amineeeee,positif
ana matcch barae w bellahi salah thabty mahdch tabhthouh l hatta plateau ken lbere3 el rabta rache het c a b zahma hia tokbel talheb baragebien nnnnnnnnnnnnonnnnnnnnnnnnnnnn w elli habbet tousellou taraji hkeh lila si salah thabty zid howa mchoum mel med wejhou lel camera fi derby hraftha mchouma hamnawel el abtal mteh bizerte winhom wakt li taraji hawedelthom match bni khalled rahou hatta el fekra mteh nzidou 2 equipe fiha e3tiraaf dhemni belli c a b handha l hak ana nra elli el kanoun yelzem ittabek w yezzina men saysset ahbebna w asshabna lilet lahaaad chofna jamhyat tounes lokl conterna play off b 4 equipe,negatif
ghalba ken timchi inti ta3ti tre7a ltirmtik 5ir ya dandouk ya 3affat,negatif
behi ok mle3bi sa7a7 m3ana ama plusieurs questions se posent ki ysa7a7 w howa sous contrat chma3neha behi ki howa sa7a7 w 7abeb yji l club chemhazou l parc b yodhorli maghasbouch 3lih bech yji wala brakeweh mché b iradtou 3leeeeh wa9tech najmou na3rfou officielement la7keya,positif
m3a el 7awa dhahki,neutre
bellehi nheb na3ref chnowa t9oul nesma felbarnemej elli t3ada fel m6 3la etrabelsia wella kima 9alet elmouthi3a fi salah chkoune ye3adiw feha tawa bien sur si elbeji w si kamel eltayef w etajamou3iyine yet9al9ou,positif
العرا و قلة الحياء,negatif
magrhi hhhhhhhhhh enti far5 biboun fi za3ktek ye3tek 3asba fi sormo ye jabri ye mnayek,negatif
salut bellehi ya si slim 3àndi message n7ebou youselk w ta9rah,neutre
bravo king ama 7abitek rak d5alt m3a el 7kouma w telhitelna b dossier l economie,positif
l effectif hadha ma yhizikch lib3id ma tnajamch thiz botoula bzouz jouerat jabo widhawadi lba9i mla3bya mitwastin ma tnajamch thiz botoula bil fakaka wili ylaw7o witaycho fil koura kima ja 3ayb kbir jam3ya ki lculb africain a7san mohajim mta 18 3andha kasdawi w a7san arriere gauche lbouslimi 3andik les moyens bich tjib les excellents w ta3mal equipe tib3id biha 3al les adversaires lkol w ma tib9ach titfaraj fi mla3bya bounto ymarkiwih bisif winti sarif 3lihom millyarat lmochkla fil qualite mich fil 5idma wela lmodarib,negatif
rabbi yisabrik ya marzouki,positif
hhhhh msaken zanatir,negatif
sahih damda almedeb chari 3dyar minhom akhere dar wazir kharijia sabahak bi carthage 10 miliar,neutre
irra5 la slim wassil wa7na m3ak,positif
l9otb sur tout,neutre
kayen mrakba tounsiya fi internet,neutre
thama haja fi tunis mafesdetchi kol chay msat,negatif
sami ye mhaf,positif
nchallah romdhanek mabrouk w nchallah ma tet2atherch mel 9il wel 9al tnajem tkoun s7i7 ki 7abit tna7i staff lequipa 3ala 5ater boutoula kenet tetefsal men partie letoil w tnajem tkoun 8alet 3ala 5ater ma najmouch nbadlou we7ed nja7 bsou3ouba m3a we7ed fechel 3ala toul ena 7abit yetbadel lentreneur 5ater ma 3andouch basma berrasmi ne9es w yal3eb belasemi barcha l7asel eli sar nchallah fih 5ir w ma tansech achref krir rana mech nendmou 3lih mba3ed,negatif
si slim n7ebouk fi kol chay rabi m3ak,positif
allah yerhmek ya tunis,negatif
3alina wa3alik,positif
hhhhhhh lmarzougi mazel 7ay,neutre
dodgers jemla,negatif
machaallah alaho akebar,positif
medem sala7 thabti nawjoud lebes chofna m3ah el5ir ellkoll 9bal sa7a lik ya thabti,positif
hadha kol myhamich chkoun chrina wechkoun jibna rana n7abo titrowet w3atchanine liha rabi m3ak ya 8alya wrani nmout 3lik,positif
khlass 3liha 7na 9adna 7aga 3shan fi sousse,neutre
trch7na fi kol chaye,positif
belehi a3tiina ess7i7 rani 7eret,positif
hamma w slim,neutre
cpr nahdha,positif
blad rjalha daythat w be3dat 3addin hathy ennatija,negatif
bayrem bravo que tu franchi un nouveau style manich pro béch no7kim mais tu essai de changé par contre les autres k7,positif
raj3elna alex athéka éli n7ébouh,neutre
liltik zinaaaaaaaaaaaa,positif
ça m a fait pleurer wellah allah yjazih,positif
c b1 bravo ne rater pas aucune occasion il faut tjrs être présent,positif
bch nemchi lel b7ar tw,neutre
melekher a7kayetkom fargha,negatif
ya m3athebhom,positif
anseb ensen liriaset lebled,positif
brovo slouma ya m3adhebhom kammel ou rabbi m3ana inchalla,positif
ala yare7ma,positif
nchallah eto o samuel ya jmé3a w 3adi matesta4rbou chay président esmou slim riahi,positif
i7eb 9sar ou barcha zbib,negatif
واصل يا عاءشة مع احترام المشاهدين,positif
zeyd 9a7ba kbira t7eb tnayek 9bal el 3ers pff,negatif
yakhi ch9el,neutre
illi yheb ychikh w yetfarhed bizzatla wa subitex,negatif
m3lm sahbi,positif
tfarrij ya 3ammar fi sidik slim nhar lahad khatir mech immidhoulkoum mech ta3irfou zib chkoun ya hawii,negatif
3idk mabrouk ya m3alem,positif
salakha louhayed,neutre
amaaan yezzi melghacha c' est vulgaire bassem w karim ken mchitoy m3a nawfel khir,negatif
تبارك الله عليكم,positif
3lech mech 100,positif
tn 3 - 2 algérie fil match li ja mchit,neutre
lbera7 t2akadt enou jbel ech3ambi moujare la3ba alahou a3lam win y7ebou yhezou lebled 7abit nas2l rchid 3amar kifech fasil y4ader mkan men4ir maya5edh awamer men a3la rotba moubacher,negatif
ibtaker chway zeby,negatif
nestena ken fi stade anadi alefriki african club staduim c la classe,positif
houssem bedissa,neutre
bon courage king,positif
bilahi yzouna min nifa9,negatif
amall bras lwhayed,neutre
rabi m3ak y a kinke ca dawela bik w b jmhorhha,positif
president au service des tunisiens cette fois ci inchallah,positif
borj lozir aryana cho3bha im3ak orabi iwaf9ik,positif
waktache tit3ada jam3itike fil ben sport,neutre
hmdlh 8dartna f s5ana hhhhh,negatif
jadet 3likom galou mosta9el,neutre
chwaya miliara terba7 goul l9arat l b mentèli,positif
hak enti lfesed ye kaleb,negatif
mariouma mahlek,positif
nchlh kol 3am winti 7ay b5ir,positif
borahan bsays clubiste hako bach ykom maoijod tahana chibob fac you,negatif
OUI T3jebni,positif
jalsa ta9yemya,neutre
thawedi alexis eniramo jmal ou ali maaloul daraji ou twali 3ana jam3eya mta3 champin s ligue ye slim me 3adech techri el boudourou chrit 10 joueur sad9ou minhom 2 ou joueurs 7aded ou jabou el be9i mahomchi mta3 jam3eya t7eb thez chompionna,negatif
chab3a dha7ek 3ala badi bravo bendir,positif
slouma mnawra jam3ia,positif
derbi lil clubistiya tatl3ou wela tahbtou,negatif
ya3tik wahf hhhh,negatif
chwaya sabr w wsa3 bel slouma,positif
ma9alich 2000 chnowa milliard wela billiard,neutre
alllah yar7mek ya las3ed,positif
يضحك ياسامي برفو برفو,positif
شنوا الساعة التي تفتح فيها المصلحة العامة في الصباح  ,neutre
